# sigma = 0.010000
0.001054 1.064716
0.005884 1.046631
0.009576 1.046768
0.014457 1.052387
0.017533 1.034625
0.021394 1.044515
0.025894 1.018078
0.030738 1.024175
0.033268 1.002685
0.038600 0.988622
0.041286 0.982722
0.046549 0.956902
0.049732 0.929347
0.053850 0.921254
0.057960 0.904529
0.062585 0.876254
0.065365 0.874569
0.069618 0.841763
0.074885 0.816349
0.078823 0.783272
0.081675 0.785087
0.086942 0.733829
0.090536 0.702106
0.094708 0.677284
0.097349 0.654951
0.101593 0.619850
0.105756 0.579636
0.109762 0.555629
0.113600 0.519167
0.118765 0.516457
0.122548 0.430124
0.125914 0.426946
0.130176 0.375939
0.134638 0.344303
0.137806 0.301191
0.142785 0.271800
0.145353 0.241429
0.149318 0.205114
0.154985 0.163933
0.158284 0.128612
0.161659 0.098428
0.166443 0.050981
0.170316 0.021098
0.173830 -0.040695
0.178630 -0.077624
0.181089 -0.084354
0.186202 -0.118378
0.189362 -0.168368
0.193557 -0.188907
0.198486 -0.261729
0.201827 -0.270248
0.206709 -0.313882
0.209363 -0.345609
0.214119 -0.391819
0.218094 -0.444516
0.221614 -0.477617
0.225402 -0.484187
0.230830 -0.544966
0.233831 -0.567160
0.238173 -0.573865
0.241784 -0.615218
0.246852 -0.658825
0.250843 -0.667209
0.253029 -0.688988
0.258373 -0.716270
0.261030 -0.745523
0.266849 -0.773345
0.270310 -0.787951
0.273153 -0.796069
0.278308 -0.835089
0.282092 -0.847519
0.285507 -0.860368
0.289510 -0.885742
0.293935 -0.913046
0.297202 -0.901295
0.301020 -0.924588
0.306643 -0.944042
0.310299 -0.965641
0.313302 -0.932706
0.318069 -0.964497
0.321714 -0.952241
0.326449 -0.979218
0.329612 -0.982475
0.334303 -0.967155
0.337737 -0.981978
0.342003 -0.999263
0.346961 -0.960918
0.350501 -0.962298
0.354428 -0.955161
0.358876 -0.954319
0.361258 -0.954206
0.366198 -0.929615
0.369132 -0.929114
0.374897 -0.920360
0.377707 -0.889658
0.381810 -0.875363
0.386736 -0.855889
0.390129 -0.843631
0.394153 -0.846763
0.398522 -0.821774
0.401604 -0.793558
0.405274 -0.765953
0.410396 -0.742924
0.413282 -0.705126
0.418648 -0.660239
0.422955 -0.665401
0.426005 -0.627737
0.429523 -0.600243
0.433910 -0.581648
0.438591 -0.536970
0.442738 -0.483165
0.446868 -0.475910
0.449197 -0.449807
0.454319 -0.382452
0.458786 -0.363403
0.462619 -0.328146
0.465481 -0.306605
0.470085 -0.266069
0.473962 -0.246181
0.478053 -0.203395
0.482015 -0.171425
0.485019 -0.134584
0.490528 -0.084874
0.493437 -0.056273
0.498171 -0.012396
0.501792 0.013538
0.505113 0.046507
0.510742 0.107105
0.513460 0.151912
0.518706 0.168189
0.521437 0.191318
0.525210 0.230188
0.530060 0.265139
0.533085 0.303435
0.538002 0.344136
0.541692 0.394250
0.545070 0.412078
0.550010 0.443996
0.554724 0.474775
0.558433 0.506222
0.561203 0.528614
0.565863 0.579190
0.570183 0.619058
0.574443 0.634711
0.578607 0.663136
0.582637 0.706713
0.585119 0.716451
0.590102 0.739040
0.594657 0.767526
0.597003 0.770349
0.601064 0.809224
0.605600 0.810488
0.609868 0.837002
0.613269 0.854860
0.617210 0.887729
0.621520 0.888957
0.625297 0.918216
0.629842 0.913552
0.634373 0.913155
0.637287 0.944207
0.641751 0.959660
0.646464 0.968923
