# sigma = 0.100000
0.001002 0.896046
0.006248 1.032082
0.010071 1.126996
0.014183 1.129269
0.018319 1.133320
0.021135 1.020751
0.026397 1.152398
0.030321 0.992106
0.034768 0.997759
0.037509 1.020282
0.041140 0.980014
0.045327 0.975313
0.049314 0.886755
0.054640 0.959972
0.057214 0.922950
0.061285 0.999434
0.066435 0.883286
0.069404 0.741079
0.074976 0.780207
0.077839 0.826743
0.082690 0.734050
0.085722 0.684913
0.089365 0.835203
0.094101 0.788844
0.097674 0.412033
0.102601 0.576728
0.106298 0.579602
0.110350 0.435064
0.113766 0.580445
0.117391 0.336251
0.122746 0.324478
0.126631 0.595504
0.130899 0.256521
0.133133 0.414856
0.137753 0.312869
0.142817 0.217140
0.145656 0.223714
0.149463 0.198009
0.153378 0.224843
0.157891 0.037239
0.162242 -0.003137
0.166720 0.017575
0.170984 -0.041241
0.174734 -0.155997
0.178619 -0.170980
0.181655 -0.095174
0.185427 -0.221960
0.190725 -0.054862
0.193531 -0.166526
0.198119 -0.298262
0.201632 -0.042438
0.205876 -0.310151
0.210260 -0.377285
0.213960 -0.330589
0.217583 -0.458466
0.221571 -0.509383
0.226759 -0.535722
0.229074 -0.543799
0.234801 -0.530042
0.238876 -0.612578
0.241866 -0.611414
0.246147 -0.568133
0.249024 -0.613525
0.253084 -0.715103
0.257730 -0.676784
0.261748 -0.638131
0.265334 -0.721951
0.270609 -0.668983
0.274651 -0.986318
0.278830 -0.781555
0.281120 -0.755769
0.285165 -0.799148
0.289804 -0.934981
0.293162 -0.953558
0.297432 -0.751899
0.301237 -1.137004
0.305758 -0.901687
0.310474 -0.844794
0.313845 -1.121122
0.318517 -1.172249
0.321146 -0.875120
0.325817 -0.924451
0.329715 -0.927325
0.334150 -1.177629
0.337326 -0.861316
0.342024 -0.752550
0.346774 -1.068470
0.349627 -0.840935
0.354603 -1.027299
0.357082 -0.866184
0.361486 -0.847733
0.366949 -0.987022
0.369869 -0.888373
0.373515 -0.726645
0.378192 -0.896469
0.381332 -0.942650
0.386354 -0.908053
0.389140 -0.940260
0.393524 -0.891527
0.397604 -0.945090
0.402170 -0.819012
0.406226 -0.952011
0.410854 -0.756312
0.413452 -0.663000
0.418644 -0.609591
0.422335 -0.685742
0.425578 -0.777805
0.430642 -0.373741
0.434938 -0.455717
0.437670 -0.444988
0.441922 -0.347218
0.446642 -0.436045
0.450136 -0.619729
0.454786 -0.449769
0.457387 -0.332509
0.462065 -0.310652
0.465085 -0.414327
0.469417 -0.297622
0.474310 -0.416738
0.478376 -0.237849
0.482405 -0.160431
0.486990 -0.037223
0.489591 0.103395
0.493724 -0.159277
0.498947 -0.003094
0.501876 0.064429
0.505370 0.357082
0.509762 -0.045987
0.514186 0.229018
0.517836 0.140203
0.522803 0.262027
0.525294 0.199277
0.530474 0.304910
0.534032 0.321307
0.538041 0.296902
0.541201 0.206677
0.546774 0.258094
0.549548 0.447108
0.553109 0.337583
0.557223 0.563609
0.562131 0.654409
0.565167 0.604198
0.570222 0.517572
0.574215 0.566530
0.578492 0.619140
0.582001 0.571622
0.585505 0.686986
0.590870 0.662529
0.593148 0.802830
0.597051 0.828933
0.602706 0.809433
0.605131 0.936875
0.610695 0.925235
0.614888 0.828990
0.617292 0.869125
0.621471 0.948288
0.625990 0.971968
0.629429 0.846413
0.633336 0.953347
0.637250 0.979082
0.641016 0.975174
0.646952 0.930775
0.650147 1.087366
0.654753 1.009769
0.658653 0.834078
0.661814 0.908608
0.666422 1.032334
0.669479 0.796223
0.673055 0.925300
0.677476 0.944150
0.681147 0.983938
0.686656 1.004983
0.689543 0.897184
0.694702 1.021395
0.697058 0.874976
0.701908 1.114706
0.705273 0.771350
0.709838 0.913796
0.713805 0.782725
0.718003 0.889811
0.722710 1.176408
0.726528 0.987493
0.730284 0.852611
