# sigma = 0.005000
1.013615 0.148057
1.035824 0.137912
1.063775 0.130177
1.091638 0.119184
1.112873 0.112673
1.135070 0.116266
1.162304 0.097891
1.192782 0.093082
1.217118 0.090995
1.241282 0.073201
1.256991 0.069786
1.282537 0.071329
1.311126 0.057790
1.338799 0.059111
1.361451 0.066127
1.384647 0.058965
1.408124 0.048659
1.442972 0.044088
1.461414 0.048943
1.490813 0.029547
1.509388 0.035996
1.537656 0.027640
1.567696 0.037526
1.591368 0.018522
1.608704 0.023628
1.637668 0.027640
1.662920 0.026308
1.684041 0.022667
1.707536 0.027549
1.734637 0.014178
1.768381 0.018920
1.783148 0.018774
1.809786 0.019909
1.831469 0.009083
1.868117 0.011157
1.891732 0.016518
1.917518 0.012240
1.937258 0.010677
1.968658 0.010360
1.991990 0.007599
2.015640 0.006817
2.038705 0.010014
2.064792 -0.001036
2.088864 0.007127
2.110947 0.006729
2.135021 0.012252
2.164118 0.015035
2.191433 0.006762
2.216860 0.010531
2.232755 -0.000945
2.267959 0.006237
2.281310 0.006992
2.306336 0.002732
2.343345 0.004147
2.356365 0.008353
2.383842 -0.006388
2.410598 0.000737
2.432093 0.004932
2.457568 0.010084
2.484295 0.000506
2.509788 0.002806
2.541266 -0.007517
2.566502 -0.001945
2.583769 0.000526
2.615353 0.007423
2.631602 0.005364
2.667486 -0.000822
2.684687 -0.005270
2.710718 0.002367
2.739867 -0.000103
2.761043 -0.009364
2.781455 0.002410
2.806464 -0.000415
2.831252 0.000872
2.857997 0.000759
2.888184 0.002347
2.909353 -0.000220
2.942456 -0.000139
2.956322 0.005929
2.990414 0.000213
