1.01724 1.01732 1.01734 1.01734 1.01735 1.01735 1.01735 1.01735 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01736 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 1.01737 
1.0484 1.04851 1.04855 1.04857 1.04859 1.0486 1.0486 1.04861 1.04861 1.04861 1.04862 1.04862 1.04862 1.04862 1.04862 1.04862 1.04862 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04863 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04864 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 1.04865 
1.07634 1.07644 1.0765 1.07653 1.07655 1.07656 1.07657 1.07658 1.07658 1.07659 1.07659 1.07659 1.0766 1.0766 1.0766 1.0766 1.07661 1.07661 1.07661 1.07661 1.07661 1.07661 1.07661 1.07662 1.07662 1.07662 1.07662 1.07662 1.07662 1.07662 1.07662 1.07662 1.07662 1.07662 1.07662 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07663 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07664 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 1.07665 
1.1012 1.10128 1.10134 1.10137 1.10139 1.10141 1.10142 1.10143 1.10144 1.10145 1.10145 1.10146 1.10146 1.10146 1.10147 1.10147 1.10147 1.10148 1.10148 1.10148 1.10148 1.10148 1.10149 1.10149 1.10149 1.10149 1.10149 1.10149 1.10149 1.10149 1.1015 1.1015 1.1015 1.1015 1.1015 1.1015 1.1015 1.1015 1.1015 1.1015 1.1015 1.1015 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10151 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10152 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 1.10153 
1.12313 1.12319 1.12324 1.12327 1.12329 1.12331 1.12333 1.12334 1.12335 1.12336 1.12336 1.12337 1.12337 1.12338 1.12338 1.12339 1.12339 1.12339 1.1234 1.1234 1.1234 1.1234 1.12341 1.12341 1.12341 1.12341 1.12341 1.12341 1.12342 1.12342 1.12342 1.12342 1.12342 1.12342 1.12342 1.12342 1.12343 1.12343 1.12343 1.12343 1.12343 1.12343 1.12343 1.12343 1.12343 1.12343 1.12343 1.12343 1.12343 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12344 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12345 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 1.12346 
1.14228 1.14232 1.14236 1.14239 1.14241 1.14243 1.14245 1.14246 1.14247 1.14248 1.14249 1.14249 1.1425 1.1425 1.14251 1.14251 1.14252 1.14252 1.14252 1.14253 1.14253 1.14253 1.14254 1.14254 1.14254 1.14254 1.14254 1.14255 1.14255 1.14255 1.14255 1.14255 1.14255 1.14255 1.14256 1.14256 1.14256 1.14256 1.14256 1.14256 1.14256 1.14256 1.14256 1.14257 1.14257 1.14257 1.14257 1.14257 1.14257 1.14257 1.14257 1.14257 1.14257 1.14257 1.14257 1.14257 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14258 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.14259 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.1426 1.14261 1.14261 1.14261 1.14261 1.14261 
1.1588 1.15882 1.15885 1.15888 1.1589 1.15892 1.15893 1.15894 1.15896 1.15897 1.15897 1.15898 1.15899 1.15899 1.159 1.159 1.15901 1.15901 1.15902 1.15902 1.15902 1.15903 1.15903 1.15903 1.15903 1.15904 1.15904 1.15904 1.15904 1.15904 1.15905 1.15905 1.15905 1.15905 1.15905 1.15905 1.15906 1.15906 1.15906 1.15906 1.15906 1.15906 1.15906 1.15906 1.15907 1.15907 1.15907 1.15907 1.15907 1.15907 1.15907 1.15907 1.15907 1.15907 1.15907 1.15907 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15908 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.15909 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.1591 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 1.15911 
1.17283 1.17285 1.17287 1.17289 1.17291 1.17292 1.17294 1.17295 1.17296 1.17297 1.17298 1.17299 1.17299 1.173 1.17301 1.17301 1.17302 1.17302 1.17302 1.17303 1.17303 1.17304 1.17304 1.17304 1.17304 1.17305 1.17305 1.17305 1.17305 1.17306 1.17306 1.17306 1.17306 1.17306 1.17307 1.17307 1.17307 1.17307 1.17307 1.17307 1.17307 1.17308 1.17308 1.17308 1.17308 1.17308 1.17308 1.17308 1.17308 1.17308 1.17309 1.17309 1.17309 1.17309 1.17309 1.17309 1.17309 1.17309 1.17309 1.17309 1.17309 1.17309 1.17309 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.1731 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17311 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17312 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 1.17313 
1.18453 1.18454 1.18455 1.18457 1.18458 1.18459 1.18461 1.18462 1.18463 1.18464 1.18465 1.18465 1.18466 1.18467 1.18467 1.18468 1.18468 1.18469 1.18469 1.1847 1.1847 1.18471 1.18471 1.18471 1.18472 1.18472 1.18472 1.18472 1.18473 1.18473 1.18473 1.18473 1.18473 1.18474 1.18474 1.18474 1.18474 1.18474 1.18474 1.18475 1.18475 1.18475 1.18475 1.18475 1.18475 1.18475 1.18476 1.18476 1.18476 1.18476 1.18476 1.18476 1.18476 1.18476 1.18476 1.18477 1.18477 1.18477 1.18477 1.18477 1.18477 1.18477 1.18477 1.18477 1.18477 1.18477 1.18477 1.18477 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18478 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.18479 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.1848 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 1.18481 
1.19403 1.19403 1.19404 1.19405 1.19406 1.19407 1.19408 1.19409 1.1941 1.19411 1.19412 1.19413 1.19414 1.19414 1.19415 1.19415 1.19416 1.19416 1.19417 1.19417 1.19418 1.19418 1.19418 1.19419 1.19419 1.19419 1.1942 1.1942 1.1942 1.1942 1.19421 1.19421 1.19421 1.19421 1.19421 1.19422 1.19422 1.19422 1.19422 1.19422 1.19422 1.19423 1.19423 1.19423 1.19423 1.19423 1.19423 1.19423 1.19424 1.19424 1.19424 1.19424 1.19424 1.19424 1.19424 1.19424 1.19424 1.19425 1.19425 1.19425 1.19425 1.19425 1.19425 1.19425 1.19425 1.19425 1.19425 1.19425 1.19425 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19426 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19427 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19428 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 1.19429 
